Points:0,Points:1,Points:2
11.9819,0.437943,0.0772189
11.9821,0.436293,0.0681445
11.9826,0.434987,0.0624619
11.983,0.428155,0.0467762
11.9828,0.438417,0.0790636
11.983,0.437807,0.0751908
11.9834,0.432817,0.0556779
11.9834,0.437062,0.0706759
11.9837,0.438839,0.0806933
11.9839,0.438328,0.0772056
11.9841,0.436058,0.0654802
11.9847,0.434383,0.0592066
11.9846,0.436719,0.0679562
11.9845,0.437733,0.0730793
11.9848,0.438773,0.0789883
11.9852,0.438246,0.0752523
11.9858,0.436081,0.0642911
11.986,0.43223,0.0531905
11.9856,0.439196,0.0806198
11.9861,0.438748,0.0772349
11.9862,0.437684,0.0711272
11.9866,0.430569,0.0497171
11.9873,0.425496,0.0412854
11.9867,0.439129,0.0789141
11.9868,0.437284,0.0685722
11.9871,0.435353,0.0607954
11.9875,0.43871,0.0753478
11.9876,0.439553,0.0805463
11.9879,0.433953,0.056306
11.9879,0.436827,0.0656468
11.9878,0.438386,0.0731854
11.9884,0.428502,0.0456394
11.9882,0.439182,0.077371
11.9888,0.438104,0.0707368
11.9887,0.439555,0.0791469
11.9891,0.436245,0.0624908
11.9898,0.432649,0.0524881
11.9895,0.439036,0.0750535
11.9895,0.439909,0.0804729
11.9898,0.437748,0.0680845
11.9905,0.435487,0.0591522
11.9904,0.438811,0.0728541
11.9905,0.439855,0.0788031
11.9909,0.439593,0.0767883
11.991,0.437328,0.0652099
11.9916,0.43101,0.048758
11.9914,0.438552,0.070434
11.9914,0.440266,0.0803994
11.9919,0.439463,0.074814
11.9922,0.434561,0.0557164
11.9925,0.436819,0.0621628
11.9924,0.440204,0.0787068
11.9932,0.425865,0.0400702
11.9926,0.438234,0.0677899
11.9929,0.439261,0.0726374
11.9932,0.440027,0.076704
11.9938,0.428978,0.0446972
11.9933,0.440623,0.0803259
11.9943,0.433314,0.0520469
11.9941,0.439019,0.0702125
11.9943,0.436155,0.0589284
11.9943,0.437889,0.0649446
11.9942,0.439883,0.0747395
11.9943,0.440558,0.0786261
11.9953,0.4397,0.0725205
11.9952,0.44098,0.0802525
11.9953,0.440436,0.0767054
11.9956,0.438767,0.067634
11.9961,0.437442,0.0619556
11.9962,0.435246,0.0554839
11.9966,0.4317,0.0482212
11.9963,0.440913,0.0785493
11.9964,0.440296,0.074678
11.9968,0.439542,0.0701651
11.9972,0.441337,0.080179
11.9973,0.440821,0.0766923
11.9975,0.438524,0.0649713
11.9981,0.436824,0.058705
11.998,0.439198,0.0674526
11.998,0.440218,0.0725679
11.9982,0.441269,0.0784743
11.9986,0.434063,0.0518598
11.9992,0.426237,0.038832
11.9986,0.440736,0.0747397
11.9993,0.42978,0.0442501
11.9991,0.441694,0.0801055
11.9996,0.438151,0.0620577
11.9995,0.441241,0.0767216
11.9997,0.440166,0.0705746
12.0004,0.435959,0.0552428
12.0001,0.441625,0.0784001
12.0002,0.439781,0.0681573
12.0013,0.432555,0.0481135
12.001,0.4412,0.0748353
12.001,0.442051,0.080032
12.0012,0.439316,0.065292
12.0013,0.440872,0.0726733
12.0017,0.441676,0.0768576
12.0023,0.438578,0.0617311
12.0021,0.442051,0.078633
12.0023,0.440604,0.0702224
12.0032,0.428145,0.04055
12.0031,0.434873,0.0517091
12.0029,0.441526,0.0745407
12.0029,0.442408,0.0799586
12.0032,0.440241,0.0676605
12.0039,0.437897,0.0585509
12.0038,0.441296,0.0723421
12.0044,0.430764,0.0442341
12.004,0.442351,0.0782892
12.0043,0.439709,0.0645171
12.0043,0.442086,0.076275
12.0053,0.426611,0.0375707
12.0048,0.442765,0.0798851
12.005,0.441056,0.069854
12.0054,0.441952,0.0743013
12.0058,0.436952,0.055086
12.0058,0.439222,0.0615902
12.0062,0.433486,0.0480641
12.0059,0.440669,0.0672096
12.0059,0.4427,0.0781929
12.0063,0.441745,0.0721254
12.0066,0.44252,0.0761907
12.0067,0.443122,0.0798116
12.0076,0.438545,0.0583659
12.0075,0.440325,0.0644688
12.0075,0.441499,0.0697015
12.0076,0.442372,0.0742267
12.0081,0.435754,0.0515165
12.0078,0.443054,0.0781122
12.009,0.429191,0.0404185
12.0087,0.442184,0.0720086
12.0087,0.443479,0.0797382
12.0088,0.442929,0.076192
12.0089,0.441237,0.0671626
12.0092,0.439844,0.0614906
12.0096,0.431839,0.0443002
12.01,0.437716,0.0549711
12.0097,0.443409,0.0780355
12.0098,0.442785,0.0741652
12.0103,0.442022,0.0696541
12.0106,0.440916,0.0644207
12.0106,0.443836,0.0796647
12.0112,0.434516,0.0481306
12.0108,0.443314,0.076179
12.0116,0.426988,0.0362863
12.0116,0.439329,0.0583917
12.0114,0.442703,0.0720559
12.0116,0.443765,0.0779605
12.0119,0.441803,0.0671085
12.0121,0.443225,0.074227
12.0127,0.436775,0.05174
12.0126,0.440507,0.0615156
12.0125,0.444193,0.0795912
12.0129,0.443734,0.0762084
12.013,0.442595,0.0698682
12.0135,0.438714,0.0557154
12.0135,0.444121,0.0778863
12.0139,0.441549,0.064447
12.0144,0.430849,0.041322
12.0139,0.443248,0.0724055
12.0147,0.433478,0.0453012
12.0144,0.443743,0.074579
12.0144,0.44455,0.0795178
12.0149,0.442467,0.0675658
12.0151,0.444169,0.0763444
12.0153,0.440201,0.0588081
12.0159,0.436274,0.0495779
12.0155,0.444548,0.0781192
12.0157,0.443196,0.0703089
12.0161,0.441334,0.0619912
12.0163,0.444907,0.0794443
12.0164,0.443725,0.0723345
12.0167,0.438524,0.0537802
12.0168,0.444138,0.074284
12.0172,0.442381,0.0651906
12.018,0.427367,0.0349792
12.0174,0.444847,0.0777753
12.0177,0.443136,0.0681225
12.0183,0.445264,0.0793708
12.0183,0.44471,0.0758773
12.0185,0.443841,0.0708461
12.0189,0.442031,0.0625988
12.0193,0.433094,0.043284
12.019,0.441121,0.059449
12.0197,0.436194,0.0481195
12.0193,0.444552,0.0738302
12.0193,0.445196,0.0776791
12.0204,0.43999,0.0555509
12.0203,0.443703,0.0684898
12.0202,0.445621,0.0792973
12.0203,0.44509,0.0758054
12.021,0.44307,0.0650105
12.0212,0.444477,0.0714855
12.0212,0.44555,0.0775983
12.0216,0.444988,0.0738301
12.022,0.438554,0.0516599
12.022,0.442413,0.0618273
12.0221,0.445978,0.0792239
12.0228,0.43151,0.0398231
12.0225,0.445509,0.0758286
12.0228,0.444424,0.0696546
12.0231,0.44158,0.058396
12.0231,0.445905,0.0775216
12.0233,0.444001,0.0671905
12.0239,0.436786,0.0477345
12.0245,0.427748,0.03365
12.0239,0.445451,0.073916
12.024,0.446335,0.0791504
12.0243,0.443521,0.0642703
12.0243,0.445132,0.0717976
12.0246,0.440505,0.0547808
12.0247,0.445944,0.0759596
12.0252,0.444835,0.0693517
12.0251,0.446331,0.0777407
12.0256,0.442909,0.0611223
12.0259,0.4346,0.0435904
12.0259,0.445792,0.0736642
12.0259,0.446692,0.0790769
12.0264,0.439145,0.0510883
12.0262,0.444462,0.066703
12.0269,0.44211,0.0577965
12.0268,0.445556,0.0714662
12.027,0.446632,0.0774117
12.0273,0.446358,0.0753986
12.0275,0.444019,0.0638338
12.0279,0.445282,0.0690487
12.0285,0.432318,0.0393488
12.0278,0.447049,0.0790035
