ID,Points:0,Points:1
26.6587,0.190745,0.097639
26.7013,0.189521,0.097434
26.7437,0.188309,0.0972211
26.7858,0.187111,0.0970005
26.8277,0.185926,0.0967724
26.8692,0.184755,0.096537
26.9105,0.183597,0.0962943
26.9516,0.182452,0.0960447
26.9923,0.181322,0.0957881
27.0329,0.180206,0.0955248
27.0731,0.179104,0.095255
27.1131,0.178016,0.0949787
27.1529,0.176943,0.094696
27.1924,0.175884,0.0944072
27.2316,0.17484,0.0941124
27.2706,0.17381,0.0938117
27.3094,0.172795,0.0935053
27.3479,0.171795,0.0931932
27.3862,0.17081,0.0928755
27.4242,0.16984,0.0925525
27.462,0.168884,0.0922242
27.4996,0.167942,0.0918908
27.5369,0.167014,0.0915523
27.574,0.166097,0.0912089
27.6109,0.165192,0.0908606
27.6475,0.164298,0.0905076
27.6839,0.163414,0.0901501
27.7202,0.162539,0.089788
27.7561,0.161673,0.0894216
27.7919,0.160815,0.0890508
27.8274,0.159964,0.0886759
27.8628,0.159121,0.0882969
27.8979,0.158283,0.0879139
27.9328,0.157451,0.0875271
27.9674,0.156624,0.0871364
28.0019,0.155802,0.0867421
28.0362,0.154984,0.0863441
28.0702,0.154169,0.0859428
28.104,0.153358,0.085538
28.1377,0.152549,0.0851299
28.1711,0.151743,0.0847186
28.2043,0.150938,0.0843042
28.2373,0.150135,0.0838867
28.2701,0.149333,0.0834664
28.3027,0.148532,0.0830432
28.3351,0.147731,0.0826172
28.3673,0.146931,0.0821887
28.3993,0.14613,0.0817575
28.4311,0.145328,0.0813239
28.4627,0.144526,0.0808879
28.4941,0.143722,0.0804496
28.5253,0.142917,0.0800091
28.5563,0.142111,0.0795664
28.5871,0.141303,0.0791218
28.6177,0.140492,0.0786751
28.6481,0.139679,0.0782266
28.6783,0.138864,0.0777763
28.7083,0.138046,0.0773243
28.7381,0.137225,0.0768707
28.7677,0.136401,0.0764156
28.7971,0.135574,0.075959
28.8263,0.134744,0.075501
28.8554,0.13391,0.0750417
28.8842,0.133073,0.0745812
28.9128,0.132232,0.0741196
28.9413,0.131387,0.0736569
28.9696,0.130538,0.0731933
28.9976,0.129687,0.0727288
29.0255,0.128832,0.0722634
29.0532,0.127975,0.0717973
29.0807,0.127116,0.0713305
29.108,0.126255,0.0708631
29.1351,0.125394,0.0703953
